"# of Fireplaces","Address - City","Address - Street Complete","Address - Zip Code","Architectural Style","Bedrooms And Possible Bedrooms","Close Date","Close Price","Cooling","DOM","Exterior Features","Fireplace Features","Full Bathrooms","Garage Spaces","Heating","Levels","List Price","Listing Date","Listing Number","Lot Size - Acres","Lot Size - Sq Ft","On Market Date","Original Price","Parking Features","Partial Bathrooms","Patio And Porch Features","Pending Date","Pool","Pool Features","Property Type","Public Remarks","Square Footage","Status","Subdivision","Year Built Details"
"2","Nevada City","16489 Banner Quaker Hill Rd","95959","Ranch,Contemporary","5","","0.00","Central","29","","Living Room,Master Bedroom","2","0","Central,Fireplace(s)","Two","899000.00","04/03/25","225042774","0.9400","40946","04/25/25","899000.00","Uncovered Parking Spaces 2+","0","Uncovered Deck","","No","","Residential","Fantastic opportunity to enjoy a fully remodeled Double Living home with beautiful southerly views.  Located minutes to historic downtown Nevada City, this great home offers multiple living opportunities with 5 bedroom and open floor plans on each level.   Live in one and enjoy income from the other but not feel like someone is right on top of you!   The neighborhood offers the active life style of access to the sweet Lost Lake with beautiful trails or sail on Scotts Flat Lake!   One hour to Ski resorts in Tahoe!   There are large decks for both units and 3 workshops for the hobbyist!   Room to build a shop or a great garden area!  Move in and enjoy the Nevada County lifestyle!","3175","Active","Cascade Shores","1972"
"1","Rough and Ready","15049 Stagecoach Way","95975","Cottage","3","","0.00","None","42","","Wood Stove","1","0","Central,Wood Stove","","399000.00","04/07/25","225042949","0.6900","30056","04/13/25","419000.00","No Garage,RV Possible","0","","","No","","Residential","Perched on a private hilltop in historic Rough and Ready, this charming 3 bedroom 1 bath single family home with detached studio has been tastefully upated and is move-in ready.  Brand new white oak hardwood floors throughout, acacia kitchen counters, dining nook, and marble tiled shower and vanity. Stackable washer and dryer are located in the large entry way. Recently remodeled with new electrical, plumbing, exterior siding, interior and exterior paint. Outside is a small studio with french doors  and a separate storage shed. While the lot is sloped, there are several terraces to maximize the the usability. At the top of the property there is a large flat area with room for RV parking or possibly an ADU. Located on .69 acres, there is plenty of room for privacy and gardening, but still just minutes from downtown Grass Valley.","900","Active","","1974"
"2","Grass Valley","11492 Bernadine Ct","95949","Ranch","3","","0.00","Central","48","","Brick,Gas Log","2","2","Central,Propane Stove","One","659000.00","04/07/25","225041165","0.5400","23522","04/07/25","659000.00","Uncovered Parking Spaces 2+,Garage Facing Side,Guest Parking Available,Workshop in Garage","0","","","No","","Residential","Nestled in a gentle hillside, this one level home is steps away from the Alta Sierra Golf Course! Beautifully appointed, updated Chef's kitchen with granite, maple cabinetry, S/S Viking cooktop & double ovens, this is such an entertainer's dream! The adjoining family/great room is light & bright. Alfresco dining on the adjoining composite deck. The step-down living room is spacious with its focus on the dramatic fireplace & the separate dining room. The private areas of the home feature a primary spa-like bath with newly installed etched art glass surround & spacious shower, generous granite counters & mirrored access to a walk-in closet. The Primary bedroom opens to the deck overlooking the property. Two additional bedrooms & guest bath round out this excellent floor plan. The laundry room has outside access to the private Hot tub (Bullfrog Jet Pack Spa.)  The land is low maintenance with potential garden options.   Amenities included are roof top solar (45 panels) & a dual fuel generator (9300 watts). Bernadine Court is a very desirable cul-de-sac close to the main Alta Sierra entrance. Nearby the Country Club has great golf, dining, pro-shop, pool, pickleball courts & more!","2355","Active","Alta Sierra","1981"
"2","Nevada City","11464 Banner Lava Cap Rd","95959","","3 (4)","","0.00","Central","47","Dog Run","Insert,Living Room,Family Room,Wood Burning,Free Standing","2","2","Central,Fireplace(s),Wood Stove","","489000.00","04/07/25","225039059","0.5300","23087","04/08/25","495000.00","Attached,RV Access,RV Possible,Uncovered Parking Spaces 2+","0","Front Porch,Uncovered Deck","","No","","Residential","Nevada City home in great location. This home is spacious and has one of the best prices per square feet in the area. With vast treetop views and just minutes to Grass Valley and Nevada City. The home offers an open floor plan with wood-burning fireplace in the living room. A large family room gives you more space for living, entertaining or just snuggling up near the woodstove. Everyday living on the main level with 3 bedrooms and 2 baths. Then head downstairs where you will find more space that would be a perfect space for an additional family or could be a great small apartment. The home will greet you with a fresh recently painted bright exterior, large front deck and quiet back deck great for grilling and enjoying the peace of living in the mountains. Priced to sell so you have some flexibility to make some updates.","2600","Active","","1977"
"2","Penn Valley","17582 Chaparral Dr","95946","Traditional","5","","0.00","Central","38","Balcony","Living Room,Family Room,Gas Log,Gas Starter","4","3","Propane,Central","Two","1599000.00","04/06/25","225043064","0.6500","28314","04/17/25","1695000.00","Attached,Boat Dock,Enclosed,Garage Door Opener,Uncovered Parking Spaces 2+,Garage Facing Side,Golf Cart,Guest Parking Available","0","Front Porch,Covered Deck,Uncovered Deck","","Yes","Common Facility","Residential","UPDATED PRICING aligns with Market Trends! Now offering SIGNIFICENT SAVINGS of $96,000~Affords a Great Opportunity to Own this Beautiful Lake Front Home Built By Len Stevens On Quiet Water~Boat Lift & Dock! Grand Entrance To Living Room w/12'Ceilings~Floor-To-Ceiling Stone Fireplace ~Picture Windows & Beautiful Views.Perfect Floorplan Offers 4 Bdrms~4 Full Bths~Gourmet Kitchen~6-BurnerViking Range~DbleOvens~Warming Drawer~Brazilian Granite~Walk-In Pantry~Pullout Drawers-Breakfast Nook & Opens To Great Room Perfect For Entertaining! Large Primary Suite~Deck Access~Luxurious Bath Area~Air Tub~Separate Shower + 2 Walk-In Closets.Lower Level: Huge Family Room~ 2 Generous Sized Bdrms+2 Full Bths~Entertainment Center~Bar Area~Pool Table + Beautiful Views w/ Deck & Lake Access.Your Stunning Lakeside Offers Large Patio Area+Golf Cart For Easy Access.Self-Starting Generator~Owned Solar~ Buried Propane Tank ~Lovely Park-Like 5/8 Ac.Lot~Sweeping Curved Driveway Leads To The Spacious Parking &Turn-Around Area + 3-Car Garage. Lake Wildwood Is A Beautiful All Age Gated Community In The Sierra Foothills~18 Hole Golf Course~320 Ac.Lake~ Water-Ski~   Pickleball~Tennis~Bocce~Upscale Clubhouse~Dining & 19th Hole + Tons Of Clubs! Apprx.1 Hr.To Sacramento,Truckee and Tahoe! Welcome to The LAKE HOUSE!","3620","Active","Lake Wildwood","2006"
"1","Grass Valley","14134 Serpentine Farm Ln","95949","","3","","0.00","Central","47","Entry Gate","Wood Burning,Wood Stove","5","2","Central","","2650000.00","04/07/25","225043163","71.2100","3101908","04/08/25","2650000.00","24'+ Deep Garage,Private,Attached,RV Access,RV Possible,RV Storage,Guest Parking Available","0","Front Porch,Wrap Around Porch","","No","","Residential","Welcome to Serpentine Farm Lane, where your dream of owning a premier horse boarding facility can become your reality!  This panoramic horse property on 71 acres has NID Irrigation water, an 85'x220' covered arena, 8-stall horse barn, two outdoor arenas, conditioning track/trails, and 12 pastures with shelters and 3-rail fencing.    The main residence was built in 2004 with 2 bedrooms, 3 bathrooms and approximately 2152 sq ft. The modular home is a 2017 with permanent foundation, 1bed/2bath and approximately 1194 sq ft.  There are many other structures on the property, including a hay barn and a mobile home which could potentially be a future caretaker's unit.  There are two wells on the property, a residential well and an agricultural well.  There is a 12,000-watt solar array, a fenced garden area with irrigation, lots of fruit trees, a paved entrance road with paved end of road access, decorative landscaping, chicken coop, and so much more.","3344","Active","","2004"
"1","Auburn","24650 State Highway 49","95602","","2 (3)","","0.00","Central","23","","Pellet Stove,Free Standing","2","0","Central,Fireplace(s)","","465000.00","04/06/25","225043484","1.4500","63162","05/02/25","465000.00","No Garage","0","","","No","","Residential","Looking for space, comfort, and incredible value? This charming 1-3 bedroom home offers just that! Set on 1.45 usable acres with highly sought-after NID water flowing through the property, you'll enjoy room to garden, grow, and make it your own. Inside, you'll find a freshly painted interior, an updated kitchen, and a cozy pellet stove that brings warmth and charm. Just off the kitchen, a small brand-new deck provides the perfect spot to fire up the BBQ or enjoy your morning coffee while soaking in the peaceful outdoor surroundings. The flexible layout offers space for up to three bedrooms, a home office, or creative nook. With commuter-friendly access, space for outbuildings, and the rare combination of land, water, and flexibilitythis is a wonderful opportunity without the hefty price tag.","1281","Active","","1952"
"1","Penn Valley","17719 Silver Pine Dr","95946","","3","","0.00","Central","46","","Wood Stove","2","1","Central","","336000.00","04/08/25","225043599","0.3100","13504","04/09/25","345000.00","Attached,Garage Facing Front","0","","","No","","Residential","MOTIVATED SELLER. Welcome to this delightful single story, no steps to enter, 3 bedroom, 2 bathroom home, tucked away on a quiet street, in a peaceful  neighborhood. Set on a flat, 1/3-acre lot, this home offers the perfect blend of privacy and tranquility. As you step inside, you'll be greeted by a freshly painted and spacious, open-concept living and dining area with a wood stove, that seamlessly flows into the well-appointed kitchen and pantry, making it perfect for entertaining or enjoying meals. The thoughtful layout places the primary suite at one end of the house for added seclusion, while the other two bedrooms and bath are located on the opposite side. Storage is abundant throughout, with ample closet space, shelving in the garage, and dry-storage space beneath the house. Step outside to a freshly stained redwood deck, a perfect spot for hosting gatherings, enjoying morning coffee, or simply watching the local wildlife. A curving dry-stack stone wall gives the home a distinct charm, as does the flagstone walkway that leads round to the back yard. LWW trail-head, lake access and a park just around the corner, this charming home is ready for its next owners to add their personal touch and make it their own.","1360","Active","","1981"
"1","Grass Valley","15397 Flying Cloud","95945","","3","","0.00","Central","46","","Gas Log","2","2","Central","","624000.00","04/07/25","225043688","9.7100","422968","04/09/25","649000.00","Attached","0","","","No","","Residential","Peaceful 10-acre retreat with two homes  ideal for multigenerational living or income potential. Tucked away in the serene foothills just 15 minutes from the historic downtowns of Grass Valley and Nevada City, this private property offers the perfect blend of tranquility and convenience. The main residence is a charming 2-bedroom, 1-bath home featuring an updated kitchen with rich cherry cabinets, granite countertops, and a spacious island ideal for cooking and entertaining. A spiral staircase leads to a light-filled loft with a walk-in closet, while the generous laundry room offers potential for a second bathroom. An additional finished room off the garage serves well as an office, guest space, or creative studio. The second home boasts a spacious 1-bedroom, 1.5-bath layout with central heating and air, plus a versatile bonus room off the carport, perfect for a home office, gym, or hobby space. Enjoy indoor-outdoor living on the expansive wrap-around decks, meander through hiking trails, or relax on the flat, open land perfect for gardening, recreation, or future expansion. RV pad w/ full hookups adds even more versatility. New carpeting, new well pump producing 17gpm, strong cell signal, high-speed internet, and a generator transfer switch. Don't miss out!","1963","Active","","1989"
"1","Grass Valley","12932 Drummer Way","95949","Victorian,Farmhouse","3 (4)","","0.00","Ceiling Fan(s),Central,Whole House Fan,MultiUnits","46","Entry Gate","Living Room,Wood Burning,Wood Stove","3","8","Propane,Central,Fireplace(s),Wood Stove","Two","975000.00","04/08/25","225043393","2.4500","106722","04/09/25","975000.00","24'+ Deep Garage,Attached,RV Storage,Garage Facing Rear,Uncovered Parking Spaces 2+,Guest Parking Available,Workshop in Garage,Interior Access","0","Covered Deck,Wrap Around Porch","","No","","Residential","Your Homestead Awaits! Character-rich Classic Ranch oasis south of Grass Valley with a twist of Victorian Style! Lush 2.43 acres, park-like setting. Very Spacious living, 3 beds, 3 baths. Imagine arriving at your park-like oasis. Inside, discover incredibly spacious living with 3 beds, 3 baths. Host legendary gatherings in the expansive kitchen & private bar, plus eat-in kitchen & large dining! Work or unwind in the grand den/office with built-ins & future growth potential with the nearby full bath. Car enthusiasts, prepare for paradise: an AMAZING 8-car garage (6+2 tandem)! Plus, a 2-story barn with wood stove! & RV parking. Enjoy bass fishing in your serene flowered pond. Fully fenced, irrigated grounds with automated gate & circular drive. (For you city folk, irrigation water is untreated flat rate water). Home has well drinking water with an underground holding tank. Back inside don't miss the Walk-in closets in each bedroom, an oversized pantry & dumb waiter, 2 HVAC units. A Quality 2x6 home build with wrap around porch & windows for every view of that porch. Horses or other animals are welcome on this agricultural parcel too! Your private haven awaits! See video","3751","Active","","1993"
"0","Grass Valley","151 Holbrooke Way","95945","Contemporary","3","","0.00","Ceiling Fan(s),Central","45","","","2","3","Central,Natural Gas","One","739000.00","04/09/25","225044143","0.1800","7841","04/10/25","739000.00","Garage Door Opener,Garage Facing Front,Uncovered Parking Spaces 2+","0","Front Porch,Uncovered Patio","","No","","Residential","Is this a model home? No, but it sure does feel like it! The owner has poured a whole lot of love into this home and property with gorgeous upgrades and by customizing the floor plan: updated flooring in the living areas and bedrooms, newer lighting and plumbing fixtures, and re-imagined closets. Soak up the ambiance with the large windows and vaulted ceilings in the living room. Enjoy your meals in either the dining or breakfast area. The kitchen is outfitted with recently installed granite counter tops and back splashes and a natural gas range, with abundant light streaming in from the skylight and windows. Engage with your friends and loved ones in the great room concept family room. Retreat to your private oasis of the primary bedroom with an en-suite bathroom. Head out back to grill and play some corn hole on the patio that runs the length of the home. Visit with friends while sipping your favorite beverages at the sitting areas of the elevated lawn, set off by the delightful, updated retaining wall and walkway. Morgan Ranch is a premier neighborhood, close to shopping and medical facilities, and it's safe and friendly to walk the dog around. Check out the virtual tour and schedule your private showing today. Prepare to be impressed!","1900","Active","Morgan Ranch","1998"
"2","Grass Valley","10295 Little Tree Ct","95949","Log","3 (4)","","0.00","Window Unit(s)","45","","Insert,Living Room,Dining Room,Free Standing","2","4","Baseboard,Fireplace(s),Wood Stove","Two,Multi/Split","699000.00","04/09/25","225042807","2.2500","98010","04/10/25","735000.00","Detached,Workshop in Garage","2","Uncovered Patio","","No","","Residential","Wow - Huge Price Reduction!  Tucked away at the end of a quiet road, this artistic craftsman's home offers the perfect blend of privacy and convenience just 5 minutes to downtown Grass Valley. Every inch of this one-of-a-kind property has been lovingly transformed, showcasing custom doors, custom concrete countertops, thoughtful details, and a newer roof. The Juliette balcony overlooks a stunning rustic living room with vaulted open-beam ceilings creating a warm and inviting heart of the home. A separate ADU, (nearly 400 sf included in total sf), provides flexible space for guests, multi-generational living, or creative pursuits. Enjoy your morning coffee as you listen to the relaxing sounds of Wolf Creek. Indulge in your very own fruit trees, vibrant gardens, and a beautiful custom patio built for entertaining and unwinding at days end. Solar power, ample room for RVs and toys, and the quiet serenity of an end-of-road location make this home as practical as it is inspiring. A rare and magical retreat awaits.  This is a very special contractor owned property and an absolute must see!","2128","Active","","1977"
"1","Nevada City","10573 Banner Lava Cap Rd","95959","","3","","0.00","Central","22","","Gas Log","2","2","Central","","569000.00","04/04/25","225042305","0.3300","14375","04/11/25","569000.00","Attached,Workshop in Garage","1","","","No","","Residential","MID-CENTURY MODERN CHARMER IN LOWER BANNER!  This SINGLE-LEVEL, 3-BEDROOM, 2.5-BATH home blends vintage character with modern comfort. Enjoy gleaming OAK HARDWOOD FLOORS, warm WOOD PANELING, and a PICTURE WINDOW overlooking the garden. The LIVING ROOM features a COZY BRICK HEARTH and GAS LOG FIREPLACE, while the KITCHEN showcases its mid-century roots with a POUNDED COPPER HOOD and CUSTOM HARDWARE. A SLIDING GLASS DOOR opens to a PEACEFUL PATIO, perfect for relaxing or entertaining. There's a versatile FLEX SPACE ideal for a CRAFT NOOK, HOME OFFICE, or creative use, plus GENEROUS STORAGE throughout. The ATTACHED TWO-CAR GARAGE includes a WORKSHOP AREA and an ELECTRIC CAR CHARGER. Outside, enjoy a FULLY FENCED YARD with FLOWERING GARDENS, a CHICKEN COOP, and PRIVATE, TRANQUIL SURROUNDINGSall just minutes from town.  A true gem full of heart, history, and charm!","1704","Active","","1956"
"0","Penn Valley","13708 Sun Forest Dr","95946","Cabin,Cottage","3","","0.00","Ceiling Fan(s),Central","46","","","2","2","Central,Wood Stove","One","415000.00","01/13/25","225044351","0.4800","20909","04/09/25","440000.00","24'+ Deep Garage","0","","","Yes","See Remarks","Residential","Welcome to 13708 Sun Forest Dr, a lovely home situated on a private .48-acre lot in the desirable community of Penn Valley. Offering a peaceful retreat while still being just minutes away from local amenities, this property is the perfect place to call home. Inside, you'll find a spacious open-concept floor plan that's both inviting and functional. The updated kitchen is a chef's dream, featuring stainless steel appliances, sleek countertops, and a large island for both prep and casual dining. The bright and airy living room boasts vaulted ceilings and large windows that let in natural light and offer beautiful views of the surrounding trees. This well-maintained home includes 3 generous bedrooms and 2 full bathrooms. The master suite offers a peaceful haven, with a walk-in closet and a private en-suite bath. Outside, the .48-acre lot provides plenty of space for outdoor relaxation, gardening, or creating your dream backyard oasis. Additional features include a two-car garage, ample space for RV or boat parking, and a location that offers both privacy and convenience. Enjoy all the benefits of country living with easy access to shopping, schools, and outdoor recreation. Weather its for a vacation home or for investment purposes don't miss the opportunity to own this Home!","1704","Active","","1990"
"1","Nevada City","12506 Sleepy Hollow Way","95959","Ranch","4 (5)","","0.00","Central","48","","Insert","3","1","Propane,Central","","760000.00","04/06/25","225043079","5.0000","217800","04/07/25","775000.00","Garage Facing Front,Workshop in Garage","0","","","No","","Residential","New Price and Road to Water! Tucked away at the end of a quiet country lane, this peaceful retreat offers end-of-road privacy just minutes from Grass Valley and Nevada City. Ideally located off of Bitney Springs near excellent schools, the home sits in a park-like setting with beautiful Deer Creek access. Step inside to a fully remodeled interior, including new HVAC and a bright, airy layout that showcases natural beauty from every window. The main level features a sleek, modern kitchen with stylish cabinetry, opening to a cozy living room with gas fireplace, plus three bedrooms and two bathrooms. The spacious primary suite overlooks a manicured landscape and Deer Creek. Downstairs offers a second master suite, a generous bonus room, and laundry perfect as-is or easily converted into separate living quarters. Also, plenty of space to build a second guest house overlooking the creek on the gently rolling 5-acre lot. Enjoy the perfect mix of sun and shade, the soothing sounds of Deer Creek","2515","Active","","1958"
"1","Nevada City","10173 Toller Ridge Ct","95959","Contemporary","3 (4)","","0.00","Ceiling Fan(s),Central","13","","Living Room,Wood Stove","2","2","Propane,Electric,Solar Heating,Wood Stove","Two","849000.00","04/07/25","225043000","9.6700","421225","05/12/25","849000.00","RV Possible,Garage Door Opener,Garage Facing Front,Guest Parking Available","0","Front Porch,Uncovered Deck,Covered Patio","","No","","Residential","Tucked away in one of Nevada County's best-kept secrets, this stunning Lindal Cedar home, 2x6 construction is the epitome of mountain-modern living, 7 minutes to historic Nevada City and the Yuba River. Thoughtfully maintained and strategically positioned to take in panoramic views that stretch all the way to the Coastal Range, this home is all about connection to nature, to light, & to lifestyle. Vaulted beamed ceilings & expansive windows create an open, airy vibe that flows seamlessly into outdoor living, & when those iconic Nevada County evenings roll in; You'll be front row, soaking in golden-hour sunsets from your deck or hosting under the stars on the oversized stamped concrete patio. The heart of the home is a bright, inviting kitchen with a center island, stainless appliances, plenty of space for entertaining. The oversized primary suite offers a peaceful retreat, complete with a fresh, sun-drenched bathroom.  Downstairs, a private family room opens to its own deck ideal for multi-gen living, a creative studio, or just a cozy movie night with the trees as your backdrop. Did we mention true end-of-the-road privacy? This property is the definition of serene. Whether you're seeking a full-time sanctuary or a quiet weekend escape, this home is for you!","2700","Active","","1994"
"1","Grass Valley","10493 Maranatha Pl","95949","Craftsman","3","","0.00","Central","45","","Wood Stove","2","4","Central,Wood Stove","","580000.00","04/10/25","225044210","3.4200","148975","04/10/25","580000.00","Detached,Workshop in Garage","0","Covered Deck,Uncovered Deck","","No","","Residential","Gorgeous 3.42-acre lot with an expansive flat front yard backing up to a year-round stream. The kitchen, the heart of the home, features granite countertops, an island with a sink, double ovens, and a built-in gas cooktop. The spacious family room boasts vaulted wood ceilings and a cozy wood-burning stove, perfect for warming up on cold days. Extensive wood flooring throughout the home adds to its charm. Outdoors, you'll find a fenced garden space with raised beds, ideal for gardening enthusiasts. The property includes a two-car garage with a shop area, plus a detached shop offering two additional parking spaces, bringing the total to four. Enjoy breathtaking views from both the large covered and uncovered deck areas. Along with the well and holding tanks of 4100 gallons of water, the property also has an NID water and the ability to tap into public water at the street.","1804","Active","Paul Brock","1985"
"1","Grass Valley","11244 Edward Dr","95949","Ranch,Contemporary","3 (4)","","0.00","Central","39","","Free Standing,Wood Stove","3","2","Propane,Central,Fireplace(s)","","549000.00","04/10/25","225044624","0.3700","16117","04/16/25","560000.00","Attached,Garage Door Opener,Garage Facing Front,Guest Parking Available,Interior Access","0","Front Porch,Uncovered Deck","","No","","Residential","Charming Alta Sierra home, with perfect location, nestled just moments from the golf course and clubhouse, this beautifully maintained residence offers comfort, style, and a connection to nature. Step inside to beautiful wood floors and an open-concept layout that flows effortlessly for entertaining and easy living. The kitchen is a cook's delight, featuring granite countertops, and a functional butcher block island for extra prep space, and ample storage. Enjoy three spacious bedrooms plus a large bonus room ideally for a home office, den, or game room giving you the flexibility to live your way. Outside, unwind on the private back deck overlooking the amazing, fully fenced backyard complete with raised garden beds perfect for growing your own vegetables or flowers. With an easy-access driveway and plenty of guest parking, this home has it all!","2134","Active","Alta Sierra","1988"
"0","Grass Valley","10466 Rubicon Ct","95949","Other","5","","0.00","Central","45","","","3","2","Central","","685000.00","04/10/25","225044594","0.2500","10890","04/10/25","685000.00","Attached,Garage Door Opener,Garage Facing Front","1","","","No","","Residential","Welcome to Cascade Crossing Community! This stunning residence, built in 2016, boasts the distinction of being the largest model in the development, offering a spacious 2-story layout spanning 2933sf. No HOA or Mello Roos fees. The prime location of Cascade Crossing ensures proximity to Lake of the Pines, excellent schools, and a convenient shopping center, making it an ideal choice for your next home. Step inside to discover an abundance of natural light and updated LED illuminating the interior. Upstairs features a luxurious master retreat, three generously sized bedrooms, three full baths, a convenient laundry area, and a versatile loft space. The perfect haven for relaxation and rejuvenation. Downstairs, you'll find a well-appointed bedroom with a full bath, providing flexibility and convenience for in-laws or guests. Additionally, there's a half bath for guests, ensuring comfort for both residents and visitors alike. The heart of this home is undoubtedly the expansive kitchen, designed for entertaining. Equipped with a large center island, ample cabinets, and a walk-in pantry. Gather with family and friends in this inviting space that seamlessly combines style and function. Low maintenance yard. Solar Lease for LOW energy bills. Clean Home Inspection, Clear Pest Inspection!","2933","Active","","2016"
"1","Grass Valley","14551 Cattail Ln","95945","Cabin,Rustic","2 (3)","","0.00","Central","45","","Living Room","2","2","Central","Two","575000.00","04/09/25","225044999","5.3600","233482","04/10/25","575000.00","1/2 Car Space,Detached,Workshop in Garage","0","","","No","","Residential","This Rustic Cabin in the Mountains is GORGEOUS and private! Sits on over 5 acres and is the definition of peace! 2bed/1bath in main home and then there is a studio off of the 2 car garage/shop that has a full bathroom. Great location and only 8 minutes from Hwy 80! SOLAR OWNED w/25 year warranty. 50 yr new metal roof. 2-owned propane tanks (1,500 gallons) and 2 back-up generators. Huge woodshed FILLED w/extra Oak as well. The interior boasts beautiful tongue & groove cedar with vaulted ceilings and large picturesque windows overlooking the natural treed landscaping. Cozy wood burning fireplace inside and a huge fire pit outside. Irrigation available so you can garden or have animals. There is so much value to this home!","1263","Active","","1970"
"0","Grass Valley","19350 Valkenburg Ln","95949","Cape Cod,Craftsman","4","","0.00","Ceiling Fan(s),Central,Whole House Fan,MultiUnits","45","Entry Gate","","2","2","Central,Wood Stove,MultiUnits","","649000.00","04/07/25","225032438","3.7900","165092","04/10/25","695000.00","RV Possible,Detached,EV Charging,Garage Door Opener,Garage Facing Front,Workshop in Garage,Other","0","","","No","","Residential","Welcome to your dream retreat in the serene countryside of Grass Valley, nestled within the coveted Buck Mountain Estates community. This fully remodeled 2,343 sq ft home offers the perfect blend of rustic charm and modern convenience, all set on a private, picturesque 3.79-acre property.  Step inside to soaring vaulted open beam ceilings and an airy, light-filled layout featuring 4-5 spacious bedrooms and 2 updated bathrooms. Gather around the cozy wood-burning stove or step out onto the expansive wrap-around deck, ideal for entertaining or relaxing with views of rolling hills, mature trees, and your own year-round pond.  The detached two-car garage includes EV charging and is complemented by a large workshop under the home perfect for hobbyists or extra storage plus two additional storage rooms and possible office space. Tech-forward and energy-efficient, the property boasts owned solar, two Tesla Powerwall batteries, Starlink satellite internet, dual-zone HVAC's, a whole house fan, and central vacuum system.  Enjoy the peace of mind of a fully fenced property, while still enjoying easy access to Hwy 49.  Come see your next home!","2343","Active","","1980"
"2","Nevada City","17077 Cruzon Grade Rd","95959","","3 (4)","","0.00","Evaporative Cooler","20","","Living Room,Raised Hearth,Wood Stove","3","0","Wall Furnace,Wood Stove","","549000.00","04/10/25","225044934","23.4900","1023224","04/11/25","549000.00","No Garage,Uncovered Parking Spaces 2+","0","","","No","","Residential","Enchanted Private Sanctuary with Endless Views & Versatile Living. This sprawling 23+ acre haven delivers unmatched beauty and seclusion. The newly revamped home is full of natural light and boasts dual primary suites plus a third bedroom - ideal for multigenerational living. Revel in soaring ceilings, a sleek granite kitchen with premium appliances, and jaw-dropping panoramas from every corner, including the spa sanctuary! Dedicated office for focused remote work (internet ready) or art studio. Dual-pane windows throughout, ADA-accessible bath. Robust 32x32 barn primed for equestrian or hobby farm dreams, and huge sunny vibrant organic garden zones for your homestead fantasies. Perfect for shared living, eco-community, care facility, or personal escape. Features a separate 900sf flex space with bath, kitchen, and private fenced yard. Just 15 mins to the Yuba River's magic, 5 mins to Ananda's famed Tulips, 10 mins to essentials, and 30 mins from Nevada City's charm. Fire-safe community, paved access, generator, on-grid power. Nature's symphony of hummingbirds, ravens, & bantail pigeons - a true UNICORN!","1626","Active","","1968"
"0","Nevada City","10416 Harmony Ridge Rd","95959","","3 (4)","","0.00","Ceiling Fan(s),Central,Ductless","44","","","3","2","Propane,Central,Ductless,Fireplace(s)","Two","1175000.00","04/10/25","225044130","2.2700","98881","04/11/25","1175000.00","24'+ Deep Garage,Attached,EV Charging,Garage Door Opener,Interior Access","1","Front Porch,Covered Deck","","No","","Residential","Brand new home is completed in the acclaimed 54 parcel development, Ridgetop At Harmony Ridge. Be sure to view Virtual Media! Just 5 minutes from Historic Nevada City. Splendid location and the owner may carry! The distinguished home affords privacy on a beautiful mixed forest 2.27 acres. A warm & inviting floor plan flows beautifully around the lovely Great Room design with vaulted wood ceiling! The very nice kitchen features rustic white oak cabinetry and large island with sink and generous pantry closet. Premium waterproof laminate flooring. Master Suite features two closets, and a beautiful walk-in shower. Access to fabulous 700 sq.ft. covered deck from Master Suite and Great Room! Enjoy all the seasons outside! Primary living on one level. In addition, there is 655 sq.ft. with a full bath on the lower level that offers many options for use! Work from home, guest suite, additional bedroom, game room, art studio, wine cellar or??? It also features access to patio that is pre-wired for a spa! Large garage with EV charging station, shop area & sink. Biking and hiking trails adjoin the subdivision! Skiing an hour away! Boating, fishing, swimming and camping are all close by! Quality construction, exquisite finished product! You will not be disappointed!","2722","Active","Ridgetop At Harmony Ridge","New"
"0","Grass Valley","11080 E Lime Kiln Rd","95949","Farmhouse","3","","0.00","Central,Whole House Fan","44","Dog Run","","2","2","Central","Two","565000.00","03/20/25","225044155","4.0000","174240","04/11/25","580000.00","Attached,RV Access,RV Possible,Garage Door Opener,Garage Facing Front,Uncovered Parking Spaces 2+","1","Front Porch,Back Porch,Covered Deck","","No","","Residential","Welcome to your private foothills retreat. Nestled on 4 serene acres in Grass Valley with expansive valley views, this 1,561 sq ft, 3-bedroom, 2.5-bath home blends rustic charm with modern comforts. Step inside to find fresh flooring throughout, newly painted kitchen cabinets with updated hardware, and a new oversized HVAC system (2023) with whole-house fan and ceiling fans for year-round comfort.    Fire safety and insurability are top-of-mind for many buyers and this home delivers peace of mind. With well-maintained defensible space, nearby fire hydrants, and confirmed access to CAL Fire insurance through Farmers (2025 quote: $2,398/year), this property is prepared and protected.    The open-concept living area invites relaxed living, while the fenced-in property, with an automatic gate opener, offers privacy and security. Outdoors, you'll find everything you need for a hobby farm or homesteading dream: a garden, chicken coop, small barn, and storage shed.    Just 10 mins to Alta Sierra golf course, Alta Sierra elementary and Magnolia School district, 20 minutes to Auburn, and 40 minutes to Roseville. Come see the potential of this peaceful foothill property, schedule your private tour today!","1561","Active","","1993"
